Subject,TrialIdx,PeriodType,EncodingObjectPosition_X,EncodingObjectPosition_Y,EncodingPlayerStartingPosition_X,EncodingPlayerStartingPosition_Y,Object,Performance
22,1.0,encoding,-0.2,2.5,-8.9,-3.6,Pug,
22,1.0,encoding,6.4,-7.4,-8.9,-3.6,Chicken,
22,1.0,egocentric retrieval,6.4,-7.4,-8.9,-3.6,Chicken,0.6950503
22,1.0,egocentric retrieval,-0.2,2.5,-8.9,-3.6,Pug,0.8281292
22,1.0,allocentric retrieval,-0.2,2.5,-8.9,-3.6,Pug,0.8729551
22,1.0,allocentric retrieval,6.4,-7.4,-8.9,-3.6,Chicken,0.96710703
22,2.0,encoding,1.9,5.0,-8.7,0.7,Bird,
22,2.0,encoding,-4.8,-8.5,-8.7,0.7,Cat,
22,2.0,allocentric retrieval,1.9,5.0,-8.7,0.7,Bird,0.6820043
22,2.0,allocentric retrieval,-4.8,-8.5,-8.7,0.7,Cat,0.5663144
22,2.0,egocentric retrieval,1.9,5.0,-8.7,0.7,Bird,0.98732401
22,2.0,egocentric retrieval,-4.8,-8.5,-8.7,0.7,Cat,0.98689201
22,3.0,encoding,2.6,8.4,-8.4,4.8,Camel,
22,3.0,encoding,-8.0,-1.6,-8.4,4.8,Pig,
22,3.0,egocentric retrieval,2.6,8.4,-8.4,4.8,Camel,0.98119502
22,3.0,egocentric retrieval,-8.0,-1.6,-8.4,4.8,Pig,0.8692151
22,3.0,allocentric retrieval,-8.0,-1.6,-8.4,4.8,Pig,0.8558241
22,3.0,allocentric retrieval,2.6,8.4,-8.4,4.8,Camel,0.94469006
22,4.0,encoding,5.7,-5.7,2.6,-1.0,Chicken,
22,4.0,encoding,-5.9,-8.2,2.6,-1.0,Camel,
22,4.0,allocentric retrieval,5.7,-5.7,2.6,-1.0,Chicken,0.97812802
22,4.0,allocentric retrieval,-5.9,-8.2,2.6,-1.0,Camel,0.995191005
22,4.0,egocentric retrieval,5.7,-5.7,2.6,-1.0,Chicken,0.3645336999999999
22,4.0,egocentric retrieval,-5.9,-8.2,2.6,-1.0,Camel,0.91078009
22,5.0,encoding,8.1,1.7,3.4,5.1,Pug,
22,5.0,encoding,-7.1,-1.7,3.4,5.1,Pig,
22,5.0,egocentric retrieval,-7.1,-1.7,3.4,5.1,Pig,0.7171523
22,5.0,egocentric retrieval,8.1,1.7,3.4,5.1,Pug,0.95419504
22,5.0,allocentric retrieval,8.1,1.7,3.4,5.1,Pug,0.8452542000000001
22,5.0,allocentric retrieval,-7.1,-1.7,3.4,5.1,Pig,0.97404003
22,6.0,encoding,2.1,5.2,-2.8,-8.9,Bird,
22,6.0,encoding,-8.0,-6.6,-2.8,-8.9,Cat,
22,6.0,allocentric retrieval,2.1,5.2,-2.8,-8.9,Bird,0.994192006
22,6.0,allocentric retrieval,-8.0,-6.6,-2.8,-8.9,Cat,0.98470801
22,6.0,egocentric retrieval,2.1,5.2,-2.8,-8.9,Bird,0.98111602
22,6.0,egocentric retrieval,-8.0,-6.6,-2.8,-8.9,Cat,0.8624011
22,7.0,encoding,7.8,5.3,-7.6,4.4,Pug,
