Subject,TrialIdx,PeriodType,EncodingObjectPosition_X,EncodingObjectPosition_Y,EncodingPlayerStartingPosition_X,EncodingPlayerStartingPosition_Y,Object,Performance
9,1.0,encoding,6.6,6.2,1.5,-2.3,Bird,
9,1.0,encoding,5.6,-8.0,1.5,-2.3,Rhino,
9,1.0,allocentric retrieval,6.6,6.2,1.5,-2.3,Bird,0.98175902
9,1.0,allocentric retrieval,5.6,-8.0,1.5,-2.3,Rhino,0.98158302
9,1.0,egocentric retrieval,5.6,-8.0,1.5,-2.3,Rhino,0.1128538999999999
9,1.0,egocentric retrieval,6.6,6.2,1.5,-2.3,Bird,0.4424694999999999
9,2.0,encoding,-5.5,8.4,3.0,8.5,Elephant,
9,2.0,encoding,-2.8,-5.5,3.0,8.5,Pig,
9,2.0,egocentric retrieval,-2.8,-5.5,3.0,8.5,Pig,0.8668511
9,2.0,egocentric retrieval,-5.5,8.4,3.0,8.5,Elephant,0.6979553000000001
9,2.0,allocentric retrieval,-2.8,-5.5,3.0,8.5,Pig,0.92436808
9,2.0,allocentric retrieval,-5.5,8.4,3.0,8.5,Elephant,0.98620101
9,3.0,encoding,-8.5,3.7,0.0,7.4,Cat,
9,3.0,encoding,2.3,-2.4,0.0,7.4,Penguin,
9,3.0,allocentric retrieval,2.3,-2.4,0.0,7.4,Penguin,0.93833306
9,3.0,allocentric retrieval,-8.5,3.7,0.0,7.4,Cat,0.98019202
9,3.0,egocentric retrieval,-8.5,3.7,0.0,7.4,Cat,0.4159676
9,3.0,egocentric retrieval,2.3,-2.4,0.0,7.4,Penguin,0.6759823
9,4.0,encoding,5.6,-1.5,9.0,8.2,Rhino,
9,4.0,encoding,-8.7,4.4,9.0,8.2,Cat,
9,4.0,egocentric retrieval,-8.7,4.4,9.0,8.2,Cat,0.96440604
9,4.0,egocentric retrieval,5.6,-1.5,9.0,8.2,Rhino,0.90917309
9,4.0,allocentric retrieval,-8.7,4.4,9.0,8.2,Cat,0.96568504
9,4.0,allocentric retrieval,5.6,-1.5,9.0,8.2,Rhino,0.8642071
9,5.0,encoding,5.7,7.4,-7.5,-4.1,Bird,
9,5.0,encoding,-7.0,8.1,-7.5,-4.1,Elephant,
9,5.0,allocentric retrieval,5.7,7.4,-7.5,-4.1,Bird,0.97760202
