Subject,TrialIdx,PeriodType,EncodingObjectPosition_X,EncodingObjectPosition_Y,EncodingPlayerStartingPosition_X,EncodingPlayerStartingPosition_Y,Object,Performance
31,1.0,encoding,0.8,-4.3,7.8,-2.6,Elephant,
31,1.0,encoding,6.9,5.0,7.8,-2.6,Pig,
31,1.0,egocentric retrieval,0.8,-4.3,7.8,-2.6,Elephant,0.91406709
31,1.0,egocentric retrieval,6.9,5.0,7.8,-2.6,Pig,0.8510232
31,1.0,allocentric retrieval,6.9,5.0,7.8,-2.6,Pig,0.991853008
31,1.0,allocentric retrieval,0.8,-4.3,7.8,-2.6,Elephant,0.97019703
31,2.0,encoding,-9.0,7.1,0.1,6.0,Leopard,
31,2.0,encoding,-1.4,-0.5,0.1,6.0,Chicken,
31,2.0,allocentric retrieval,-1.4,-0.5,0.1,6.0,Chicken,0.997674002
31,2.0,allocentric retrieval,-9.0,7.1,0.1,6.0,Leopard,0.98495901
31,2.0,egocentric retrieval,-1.4,-0.5,0.1,6.0,Chicken,0.95334605
31,2.0,egocentric retrieval,-9.0,7.1,0.1,6.0,Leopard,0.5486925
31,3.0,encoding,1.9,6.0,-5.8,-1.0,Tiger,
31,3.0,encoding,2.6,-5.1,-5.8,-1.0,Penguin,
31,3.0,egocentric retrieval,1.9,6.0,-5.8,-1.0,Tiger,0.7079343
31,3.0,egocentric retrieval,2.6,-5.1,-5.8,-1.0,Penguin,0.8673701
31,3.0,allocentric retrieval,1.9,6.0,-5.8,-1.0,Tiger,0.6861983
31,3.0,allocentric retrieval,2.6,-5.1,-5.8,-1.0,Penguin,0.7368532999999999
31,4.0,encoding,-8.2,7.9,-1.9,-8.7,Leopard,
31,4.0,encoding,-5.5,-3.1,-1.9,-8.7,Elephant,
31,4.0,allocentric retrieval,-8.2,7.9,-1.9,-8.7,Leopard,0.98210102
31,4.0,allocentric retrieval,-5.5,-3.1,-1.9,-8.7,Elephant,0.4999074999999999
31,4.0,egocentric retrieval,-5.5,-3.1,-1.9,-8.7,Elephant,0.8138072000000001
31,4.0,egocentric retrieval,-8.2,7.9,-1.9,-8.7,Leopard,0.5512455
31,5.0,encoding,-7.1,-7.0,-8.7,3.1,Tiger,
31,5.0,encoding,8.0,4.9,-8.7,3.1,Pig,
31,5.0,egocentric retrieval,-7.1,-7.0,-8.7,3.1,Tiger,0.4633155
31,5.0,egocentric retrieval,8.0,4.9,-8.7,3.1,Pig,0.8870721
31,5.0,allocentric retrieval,-7.1,-7.0,-8.7,3.1,Tiger,0.95552005
31,5.0,allocentric retrieval,8.0,4.9,-8.7,3.1,Pig,0.95348105
31,6.0,encoding,3.7,-5.6,-0.5,3.5,Penguin,
31,6.0,encoding,-5.6,0.0,-0.5,3.5,Chicken,
31,6.0,allocentric retrieval,-5.6,0.0,-0.5,3.5,Chicken,0.7236903
31,6.0,allocentric retrieval,3.7,-5.6,-0.5,3.5,Penguin,0.96272404
31,6.0,egocentric retrieval,-5.6,0.0,-0.5,3.5,Chicken,0.4951905
31,6.0,egocentric retrieval,3.7,-5.6,-0.5,3.5,Penguin,0.8840861
31,7.0,encoding,-4.1,-1.0,1.6,-4.8,Tiger,
31,7.0,encoding,6.9,6.3,1.6,-4.8,Pig,
31,7.0,egocentric retrieval,-4.1,-1.0,1.6,-4.8,Tiger,0.97212903
31,7.0,egocentric retrieval,6.9,6.3,1.6,-4.8,Pig,0.95544004
31,7.0,allocentric retrieval,6.9,6.3,1.6,-4.8,Pig,0.98603501
31,7.0,allocentric retrieval,-4.1,-1.0,1.6,-4.8,Tiger,0.95478604
31,8.0,encoding,2.8,-5.4,-3.4,0.8,Penguin,
31,8.0,encoding,-8.2,-0.7,-3.4,0.8,Elephant,
31,8.0,allocentric retrieval,-8.2,-0.7,-3.4,0.8,Elephant,0.96180404
31,8.0,allocentric retrieval,2.8,-5.4,-3.4,0.8,Penguin,0.4366366
31,8.0,egocentric retrieval,-8.2,-0.7,-3.4,0.8,Elephant,0.3876235999999999
31,8.0,egocentric retrieval,2.8,-5.4,-3.4,0.8,Penguin,0.98685101
31,9.0,encoding,7.8,-3.8,2.6,-3.2,Chicken,
31,9.0,encoding,-7.2,7.4,2.6,-3.2,Leopard,
31,9.0,egocentric retrieval,-7.2,7.4,2.6,-3.2,Leopard,0.3234107
31,9.0,egocentric retrieval,7.8,-3.8,2.6,-3.2,Chicken,0.91087209
31,9.0,allocentric retrieval,7.8,-3.8,2.6,-3.2,Chicken,0.8886541
31,9.0,allocentric retrieval,-7.2,7.4,2.6,-3.2,Leopard,0.7996342
31,10.0,encoding,2.7,-5.8,-0.4,1.2,Penguin,
31,10.0,encoding,-5.3,3.1,-0.4,1.2,Elephant,
31,10.0,allocentric retrieval,-5.3,3.1,-0.4,1.2,Elephant,0.8811161
