Subject,TrialIdx,PeriodType,EncodingObjectPosition_X,EncodingObjectPosition_Y,EncodingPlayerStartingPosition_X,EncodingPlayerStartingPosition_Y,Object,Performance
11,1.0,encoding,-6.2,0.8,-1.1,3.2,Pug,
11,1.0,encoding,4.9,6.8,-1.1,3.2,Camel,
11,1.0,allocentric retrieval,-6.2,0.8,-1.1,3.2,Pug,0.993133007
11,1.0,allocentric retrieval,4.9,6.8,-1.1,3.2,Camel,0.991872008
11,1.0,egocentric retrieval,4.9,6.8,-1.1,3.2,Camel,0.7613262000000001
11,1.0,egocentric retrieval,-6.2,0.8,-1.1,3.2,Pug,0.9010821
11,2.0,encoding,8.1,-4.9,-6.7,-2.7,Horse,
11,2.0,encoding,0.2,7.3,-6.7,-2.7,Rhino,
11,2.0,egocentric retrieval,8.1,-4.9,-6.7,-2.7,Horse,0.4936195
11,2.0,egocentric retrieval,0.2,7.3,-6.7,-2.7,Rhino,0.92328408
11,2.0,allocentric retrieval,0.2,7.3,-6.7,-2.7,Rhino,0.2398036999999999
11,2.0,allocentric retrieval,8.1,-4.9,-6.7,-2.7,Horse,0.2599148
11,3.0,encoding,7.0,-1.0,-3.7,-7.3,Tiger,
11,3.0,encoding,-6.4,8.3,-3.7,-7.3,Penguin,
11,3.0,allocentric retrieval,7.0,-1.0,-3.7,-7.3,Tiger,0.998711001
11,3.0,allocentric retrieval,-6.4,8.3,-3.7,-7.3,Penguin,0.98614401
11,3.0,egocentric retrieval,-6.4,8.3,-3.7,-7.3,Penguin,0.2599717
11,3.0,egocentric retrieval,7.0,-1.0,-3.7,-7.3,Tiger,0.1546537999999999
11,4.0,encoding,5.3,-6.6,8.3,-1.6,Camel,
11,4.0,encoding,-0.7,7.5,8.3,-1.6,Rhino,
11,4.0,egocentric retrieval,5.3,-6.6,8.3,-1.6,Camel,0.8091752
11,4.0,egocentric retrieval,-0.7,7.5,8.3,-1.6,Rhino,0.8388742
11,4.0,allocentric retrieval,-0.7,7.5,8.3,-1.6,Rhino,0.997206003
11,4.0,allocentric retrieval,5.3,-6.6,8.3,-1.6,Camel,0.992470007
11,5.0,encoding,6.7,-1.0,-6.0,-7.0,Tiger,
11,5.0,encoding,-4.8,-0.7,-6.0,-7.0,Penguin,
11,5.0,allocentric retrieval,6.7,-1.0,-6.0,-7.0,Tiger,0.98740101
