Subject,TrialIdx,PeriodType,EncodingObjectPosition_X,EncodingObjectPosition_Y,EncodingPlayerStartingPosition_X,EncodingPlayerStartingPosition_Y,Object,Performance
4,1.0,encoding,1.3,2.3,-7.7,-1.4,Dog,
4,1.0,encoding,4.8,-8.4,-7.7,-1.4,Pig,
4,1.0,allocentric retrieval,4.8,-8.4,-7.7,-1.4,Pig,0.95867004
4,1.0,allocentric retrieval,1.3,2.3,-7.7,-1.4,Dog,0.6229054
4,1.0,egocentric retrieval,4.8,-8.4,-7.7,-1.4,Pig,0.2933717
4,1.0,egocentric retrieval,1.3,2.3,-7.7,-1.4,Dog,0.8474322
4,2.0,encoding,-7.6,-5.3,4.3,-1.9,Rhino,
4,2.0,encoding,6.6,3.6,4.3,-1.9,Penguin,
4,2.0,egocentric retrieval,-7.6,-5.3,4.3,-1.9,Rhino,0.7602072
4,2.0,egocentric retrieval,6.6,3.6,4.3,-1.9,Penguin,0.4082626
4,2.0,allocentric retrieval,-7.6,-5.3,4.3,-1.9,Rhino,0.4937825
4,2.0,allocentric retrieval,6.6,3.6,4.3,-1.9,Penguin,0.98933101
4,3.0,encoding,-4.0,-8.3,8.8,-2.6,Horse,
4,3.0,encoding,-0.2,4.7,8.8,-2.6,Chicken,
4,3.0,allocentric retrieval,-0.2,4.7,8.8,-2.6,Chicken,0.996755003
4,3.0,allocentric retrieval,-4.0,-8.3,8.8,-2.6,Horse,0.991540008
4,3.0,egocentric retrieval,-4.0,-8.3,8.8,-2.6,Horse,0.2238228
4,3.0,egocentric retrieval,-0.2,4.7,8.8,-2.6,Chicken,0.0687748999999999
4,4.0,encoding,-1.5,6.0,-2.0,0.2,Chicken,
4,4.0,encoding,8.3,1.5,-2.0,0.2,Horse,
4,4.0,egocentric retrieval,8.3,1.5,-2.0,0.2,Horse,0.4134446
4,4.0,egocentric retrieval,-1.5,6.0,-2.0,0.2,Chicken,0.3046367
4,4.0,allocentric retrieval,8.3,1.5,-2.0,0.2,Horse,0.94241806
4,4.0,allocentric retrieval,-1.5,6.0,-2.0,0.2,Chicken,0.92861907
4,5.0,encoding,-2.3,7.0,-7.8,1.5,Penguin,
4,5.0,encoding,-6.5,-4.2,-7.8,1.5,Rhino,
4,5.0,allocentric retrieval,-6.5,-4.2,-7.8,1.5,Rhino,0.92273508
4,5.0,allocentric retrieval,-2.3,7.0,-7.8,1.5,Penguin,0.7459283
4,5.0,egocentric retrieval,-2.3,7.0,-7.8,1.5,Penguin,0.7742941999999999
4,5.0,egocentric retrieval,-6.5,-4.2,-7.8,1.5,Rhino,0.7329053
4,6.0,encoding,6.1,-8.4,-7.0,2.3,Pig,
4,6.0,encoding,-1.1,7.2,-7.0,2.3,Dog,
4,6.0,egocentric retrieval,6.1,-8.4,-7.0,2.3,Pig,0.0622949999999999
4,6.0,egocentric retrieval,-1.1,7.2,-7.0,2.3,Dog,0.5025515
4,6.0,allocentric retrieval,6.1,-8.4,-7.0,2.3,Pig,0.95030405
4,6.0,allocentric retrieval,-1.1,7.2,-7.0,2.3,Dog,0.96339004
4,7.0,encoding,-1.1,1.4,0.6,-5.6,Penguin,
4,7.0,encoding,6.2,-7.3,0.6,-5.6,Pig,
4,7.0,allocentric retrieval,6.2,-7.3,0.6,-5.6,Pig,0.98639701
