Subject,TrialIdx,PeriodType,EncodingObjectPosition_X,EncodingObjectPosition_Y,EncodingPlayerStartingPosition_X,EncodingPlayerStartingPosition_Y,Object,Performance
32,1.0,encoding,-3.6,-7.4,-7.0,1.2,Camel,
32,1.0,encoding,2.6,6.3,-7.0,1.2,Pug,
32,1.0,egocentric retrieval,2.6,6.3,-7.0,1.2,Pug,0.95192605
32,1.0,egocentric retrieval,-3.6,-7.4,-7.0,1.2,Camel,0.94436006
32,1.0,allocentric retrieval,2.6,6.3,-7.0,1.2,Pug,0.0519768999999999
32,1.0,allocentric retrieval,-3.6,-7.4,-7.0,1.2,Camel,0.95259105
32,2.0,encoding,3.4,2.8,-8.0,-4.1,Elephant,
32,2.0,encoding,-6.8,2.2,-8.0,-4.1,Rhino,
32,2.0,allocentric retrieval,3.4,2.8,-8.0,-4.1,Elephant,0.8644141
32,2.0,allocentric retrieval,-6.8,2.2,-8.0,-4.1,Rhino,0.995906004
32,2.0,egocentric retrieval,-6.8,2.2,-8.0,-4.1,Rhino,0.8804421
32,2.0,egocentric retrieval,3.4,2.8,-8.0,-4.1,Elephant,0.4812295
32,3.0,encoding,5.5,-0.3,0.5,-3.0,Chicken,
32,3.0,encoding,-4.8,2.3,0.5,-3.0,Tiger,
32,3.0,egocentric retrieval,-4.8,2.3,0.5,-3.0,Tiger,0.8274622
32,3.0,egocentric retrieval,5.5,-0.3,0.5,-3.0,Chicken,0.7459103
32,3.0,allocentric retrieval,5.5,-0.3,0.5,-3.0,Chicken,0.8234082
32,3.0,allocentric retrieval,-4.8,2.3,0.5,-3.0,Tiger,0.95220005
32,4.0,encoding,-3.7,7.5,8.5,7.3,Pug,
32,4.0,encoding,6.1,-0.5,8.5,7.3,Chicken,
32,4.0,allocentric retrieval,-3.7,7.5,8.5,7.3,Pug,0.93787606
32,4.0,allocentric retrieval,6.1,-0.5,8.5,7.3,Chicken,0.98941401
32,4.0,egocentric retrieval,6.1,-0.5,8.5,7.3,Chicken,0.7839102
32,4.0,egocentric retrieval,-3.7,7.5,8.5,7.3,Pug,0.91181409
32,5.0,encoding,-3.4,-6.0,7.6,-8.8,Camel,
