Subject,TrialIdx,PeriodType,EncodingObjectPosition_X,EncodingObjectPosition_Y,EncodingPlayerStartingPosition_X,EncodingPlayerStartingPosition_Y,Object,Performance
23,1.0,encoding,5.0,1.5,-5.9,0.6,Sheep,
23,1.0,encoding,-2.8,-6.3,-5.9,0.6,Camel,
23,1.0,egocentric retrieval,5.0,1.5,-5.9,0.6,Sheep,0.94094906
23,1.0,egocentric retrieval,-2.8,-6.3,-5.9,0.6,Camel,0.98702001
23,1.0,allocentric retrieval,-2.8,-6.3,-5.9,0.6,Camel,0.93991806
23,1.0,allocentric retrieval,5.0,1.5,-5.9,0.6,Sheep,0.95113105
23,2.0,encoding,-4.9,6.6,1.6,6.7,Horse,
23,2.0,encoding,6.5,-3.5,1.6,6.7,Leopard,
23,2.0,allocentric retrieval,-4.9,6.6,1.6,6.7,Horse,0.98749501
23,2.0,allocentric retrieval,6.5,-3.5,1.6,6.7,Leopard,0.8725831
23,2.0,egocentric retrieval,6.5,-3.5,1.6,6.7,Leopard,0.95973304
23,2.0,egocentric retrieval,-4.9,6.6,1.6,6.7,Horse,0.95010305
23,3.0,encoding,-5.9,-2.9,1.3,2.6,Rhino,
23,3.0,encoding,6.6,7.7,1.3,2.6,Cat,
23,3.0,egocentric retrieval,6.6,7.7,1.3,2.6,Cat,0.98364602
23,3.0,egocentric retrieval,-5.9,-2.9,1.3,2.6,Rhino,0.92380108
23,3.0,allocentric retrieval,6.6,7.7,1.3,2.6,Cat,0.015873
23,3.0,allocentric retrieval,-5.9,-2.9,1.3,2.6,Rhino,0.7820962
23,4.0,encoding,6.5,6.6,-2.5,6.7,Cat,
23,4.0,encoding,-2.0,-3.1,-2.5,6.7,Rhino,
23,4.0,allocentric retrieval,6.5,6.6,-2.5,6.7,Cat,0.998310002
23,4.0,allocentric retrieval,-2.0,-3.1,-2.5,6.7,Rhino,0.8221442
23,4.0,egocentric retrieval,-2.0,-3.1,-2.5,6.7,Rhino,0.92957907
23,4.0,egocentric retrieval,6.5,6.6,-2.5,6.7,Cat,0.96977003
23,5.0,encoding,-5.0,-4.5,2.4,-8.0,Leopard,
23,5.0,encoding,-4.3,5.8,2.4,-8.0,Horse,
23,5.0,egocentric retrieval,-4.3,5.8,2.4,-8.0,Horse,0.6804133
23,5.0,egocentric retrieval,-5.0,-4.5,2.4,-8.0,Leopard,0.6195594
23,5.0,allocentric retrieval,-4.3,5.8,2.4,-8.0,Horse,0.4871775
23,5.0,allocentric retrieval,-5.0,-4.5,2.4,-8.0,Leopard,0.3450596
23,6.0,encoding,-1.8,-6.0,4.3,-0.5,Camel,
23,6.0,encoding,-8.4,5.6,4.3,-0.5,Sheep,
23,6.0,allocentric retrieval,-1.8,-6.0,4.3,-0.5,Camel,0.8826421
23,6.0,allocentric retrieval,-8.4,5.6,4.3,-0.5,Sheep,0.97364903
23,6.0,egocentric retrieval,-1.8,-6.0,4.3,-0.5,Camel,0.98731201
23,6.0,egocentric retrieval,-8.4,5.6,4.3,-0.5,Sheep,0.91652308
23,7.0,encoding,-4.3,2.2,1.1,7.8,Rhino,
23,7.0,encoding,6.7,7.4,1.1,7.8,Cat,
23,7.0,egocentric retrieval,-4.3,2.2,1.1,7.8,Rhino,0.98016402
23,7.0,egocentric retrieval,6.7,7.4,1.1,7.8,Cat,0.4510456
23,7.0,allocentric retrieval,-4.3,2.2,1.1,7.8,Rhino,0.91950508
23,7.0,allocentric retrieval,6.7,7.4,1.1,7.8,Cat,0.994614006
23,8.0,encoding,-3.6,7.4,8.1,5.2,Horse,
23,8.0,encoding,-3.4,-8.4,8.1,5.2,Sheep,
23,8.0,allocentric retrieval,-3.6,7.4,8.1,5.2,Horse,0.5415955
23,8.0,allocentric retrieval,-3.4,-8.4,8.1,5.2,Sheep,0.93180307
23,8.0,egocentric retrieval,-3.6,7.4,8.1,5.2,Horse,0.96613304
23,8.0,egocentric retrieval,-3.4,-8.4,8.1,5.2,Sheep,0.7212472999999999
23,9.0,encoding,3.2,2.2,-4.5,0.9,Leopard,
23,9.0,encoding,-1.3,-7.0,-4.5,0.9,Camel,
23,9.0,egocentric retrieval,-1.3,-7.0,-4.5,0.9,Camel,0.92908607
23,9.0,egocentric retrieval,3.2,2.2,-4.5,0.9,Leopard,0.991316008
23,9.0,allocentric retrieval,3.2,2.2,-4.5,0.9,Leopard,0.2380677
23,9.0,allocentric retrieval,-1.3,-7.0,-4.5,0.9,Camel,0.2812856999999999
23,10.0,encoding,-3.5,7.5,-8.3,-1.5,Horse,
23,10.0,encoding,5.8,2.8,-8.3,-1.5,Rhino,
23,10.0,allocentric retrieval,5.8,2.8,-8.3,-1.5,Rhino,0.91075809
