Subject,TrialIdx,PeriodType,EncodingObjectPosition_X,EncodingObjectPosition_Y,EncodingPlayerStartingPosition_X,EncodingPlayerStartingPosition_Y,Object,Performance
10,1.0,encoding,6.6,1.1,-2.8,-0.5,Pug,
10,1.0,encoding,-1.7,-7.4,-2.8,-0.5,Rhino,
10,1.0,allocentric retrieval,6.6,1.1,-2.8,-0.5,Pug,0.96276104
10,1.0,allocentric retrieval,-1.7,-7.4,-2.8,-0.5,Rhino,0.997898002
10,1.0,egocentric retrieval,6.6,1.1,-2.8,-0.5,Pug,0.1408378
10,1.0,egocentric retrieval,-1.7,-7.4,-2.8,-0.5,Rhino,0.4372454999999999
10,2.0,encoding,6.1,5.1,-7.7,-4.6,Cat,
10,2.0,encoding,0.2,-4.4,-7.7,-4.6,Camel,
10,2.0,egocentric retrieval,0.2,-4.4,-7.7,-4.6,Camel,0.92509007
10,2.0,egocentric retrieval,6.1,5.1,-7.7,-4.6,Cat,0.6896063
10,2.0,allocentric retrieval,6.1,5.1,-7.7,-4.6,Cat,0.96216504
10,2.0,allocentric retrieval,0.2,-4.4,-7.7,-4.6,Camel,0.994520005
10,3.0,encoding,5.0,-7.7,0.3,4.5,Pig,
10,3.0,encoding,-6.3,0.2,0.3,4.5,Bird,
10,3.0,allocentric retrieval,-6.3,0.2,0.3,4.5,Bird,0.94274506
10,3.0,allocentric retrieval,5.0,-7.7,0.3,4.5,Pig,0.997862002
10,3.0,egocentric retrieval,5.0,-7.7,0.3,4.5,Pig,0.8089572
10,3.0,egocentric retrieval,-6.3,0.2,0.3,4.5,Bird,0.9003251
10,4.0,encoding,-6.6,1.5,5.5,8.4,Bird,
10,4.0,encoding,2.0,-8.5,5.5,8.4,Camel,
10,4.0,egocentric retrieval,-6.6,1.5,5.5,8.4,Bird,0.98725001
10,4.0,egocentric retrieval,2.0,-8.5,5.5,8.4,Camel,0.92768307
10,4.0,allocentric retrieval,2.0,-8.5,5.5,8.4,Camel,0.97333303
10,4.0,allocentric retrieval,-6.6,1.5,5.5,8.4,Bird,0.992513007
10,5.0,encoding,-4.5,0.5,0.2,-1.4,Pig,
10,5.0,encoding,4.7,5.2,0.2,-1.4,Cat,
10,5.0,allocentric retrieval,4.7,5.2,0.2,-1.4,Cat,0.96338204
10,5.0,allocentric retrieval,-4.5,0.5,0.2,-1.4,Pig,0.95567404
10,5.0,egocentric retrieval,-4.5,0.5,0.2,-1.4,Pig,0.7835922
10,5.0,egocentric retrieval,4.7,5.2,0.2,-1.4,Cat,0.8676961
10,6.0,encoding,-2.8,-8.7,3.8,-6.2,Rhino,
10,6.0,encoding,5.1,0.0,3.8,-6.2,Pug,
10,6.0,egocentric retrieval,5.1,0.0,3.8,-6.2,Pug,0.7393822999999999
10,6.0,egocentric retrieval,-2.8,-8.7,3.8,-6.2,Rhino,0.7989172
10,6.0,allocentric retrieval,5.1,0.0,3.8,-6.2,Pug,0.91501308
10,6.0,allocentric retrieval,-2.8,-8.7,3.8,-6.2,Rhino,0.97623902
10,7.0,encoding,-3.2,-4.4,-1.5,6.2,Pig,
10,7.0,encoding,5.1,5.0,-1.5,6.2,Cat,
10,7.0,allocentric retrieval,-3.2,-4.4,-1.5,6.2,Pig,0.94056806
10,7.0,allocentric retrieval,5.1,5.0,-1.5,6.2,Cat,0.95858404
10,7.0,egocentric retrieval,-3.2,-4.4,-1.5,6.2,Pig,0.6646923
10,7.0,egocentric retrieval,5.1,5.0,-1.5,6.2,Cat,0.3120446999999999
10,8.0,encoding,-2.9,-7.9,-7.5,5.5,Rhino,
10,8.0,encoding,2.2,6.3,-7.5,5.5,Camel,
10,8.0,egocentric retrieval,2.2,6.3,-7.5,5.5,Camel,0.4712685
10,8.0,egocentric retrieval,-2.9,-7.9,-7.5,5.5,Rhino,0.6622683
10,8.0,allocentric retrieval,2.2,6.3,-7.5,5.5,Camel,0.95454605
10,8.0,allocentric retrieval,-2.9,-7.9,-7.5,5.5,Rhino,0.92964707
10,9.0,encoding,4.6,8.4,3.4,-5.2,Pug,
10,9.0,encoding,-7.7,1.2,3.4,-5.2,Bird,
10,9.0,allocentric retrieval,4.6,8.4,3.4,-5.2,Pug,0.94668205
10,9.0,allocentric retrieval,-7.7,1.2,3.4,-5.2,Bird,0.94357006
10,9.0,egocentric retrieval,4.6,8.4,3.4,-5.2,Pug,0.6084934
10,9.0,egocentric retrieval,-7.7,1.2,3.4,-5.2,Bird,0.94340606
10,10.0,encoding,-7.5,1.0,-2.4,-6.5,Bird,
10,10.0,encoding,7.0,-4.9,-2.4,-6.5,Pug,
10,10.0,egocentric retrieval,7.0,-4.9,-2.4,-6.5,Pug,0.8314692
10,10.0,egocentric retrieval,-7.5,1.0,-2.4,-6.5,Bird,0.93945206
10,10.0,allocentric retrieval,-7.5,1.0,-2.4,-6.5,Bird,0.94776605
10,10.0,allocentric retrieval,7.0,-4.9,-2.4,-6.5,Pug,0.93072307
10,11.0,encoding,-5.4,-8.1,-6.4,2.9,Camel,
10,11.0,encoding,5.2,5.1,-6.4,2.9,Cat,
10,11.0,allocentric retrieval,5.2,5.1,-6.4,2.9,Cat,0.994704005
10,11.0,allocentric retrieval,-5.4,-8.1,-6.4,2.9,Camel,0.98481002
10,11.0,egocentric retrieval,-5.4,-8.1,-6.4,2.9,Camel,0.94663305
10,11.0,egocentric retrieval,5.2,5.1,-6.4,2.9,Cat,0.8736301
10,12.0,encoding,-2.1,-9.0,-0.7,-0.7,Rhino,
10,12.0,encoding,-7.5,5.7,-0.7,-0.7,Pig,
10,12.0,egocentric retrieval,-2.1,-9.0,-0.7,-0.7,Rhino,0.1916868
10,12.0,egocentric retrieval,-7.5,5.7,-0.7,-0.7,Pig,0.96296904
10,12.0,allocentric retrieval,-2.1,-9.0,-0.7,-0.7,Rhino,0.97810502
10,12.0,allocentric retrieval,-7.5,5.7,-0.7,-0.7,Pig,0.98221502
10,13.0,encoding,3.4,-6.9,1.3,2.3,Pig,
10,13.0,encoding,-7.6,1.7,1.3,2.3,Bird,
10,13.0,allocentric retrieval,3.4,-6.9,1.3,2.3,Pig,0.997023003
10,13.0,allocentric retrieval,-7.6,1.7,1.3,2.3,Bird,0.96204704
10,13.0,egocentric retrieval,-7.6,1.7,1.3,2.3,Bird,0.92769307
10,13.0,egocentric retrieval,3.4,-6.9,1.3,2.3,Pig,0.91256709
10,14.0,encoding,5.4,4.7,-6.7,-2.9,Cat,
10,14.0,encoding,-6.0,8.2,-6.7,-2.9,Camel,
10,14.0,egocentric retrieval,5.4,4.7,-6.7,-2.9,Cat,0.994212006
10,14.0,egocentric retrieval,-6.0,8.2,-6.7,-2.9,Camel,0.98976201
10,14.0,allocentric retrieval,5.4,4.7,-6.7,-2.9,Cat,0.98155602
10,14.0,allocentric retrieval,-6.0,8.2,-6.7,-2.9,Camel,0.96459803
10,15.0,encoding,-1.1,6.6,1.1,1.7,Pug,
10,15.0,encoding,-1.5,-7.5,1.1,1.7,Rhino,
10,15.0,allocentric retrieval,-1.5,-7.5,1.1,1.7,Rhino,0.91791208
10,15.0,allocentric retrieval,-1.1,6.6,1.1,1.7,Pug,0.96722603
10,15.0,egocentric retrieval,-1.5,-7.5,1.1,1.7,Rhino,0.7219033
10,15.0,egocentric retrieval,-1.1,6.6,1.1,1.7,Pug,0.91915308
10,16.0,encoding,6.3,5.8,4.7,-1.3,Cat,
10,16.0,encoding,-2.0,-3.5,4.7,-1.3,Pig,
10,16.0,egocentric retrieval,6.3,5.8,4.7,-1.3,Cat,0.97708902
10,16.0,egocentric retrieval,-2.0,-3.5,4.7,-1.3,Pig,0.94829205
10,16.0,allocentric retrieval,6.3,5.8,4.7,-1.3,Cat,0.993291007
10,16.0,allocentric retrieval,-2.0,-3.5,4.7,-1.3,Pig,0.94258706
10,17.0,encoding,6.6,-6.0,0.7,-2.2,Pug,
10,17.0,encoding,-7.6,1.8,0.7,-2.2,Bird,
10,17.0,allocentric retrieval,-7.6,1.8,0.7,-2.2,Bird,0.9998980001
